"country","specialty","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q7-4","Q7-5","Q7-6","Q7-7","Q7-8","Q7-9","Q7-10","Q8","Q9","Q10","Q12","Q20-1","Q20-2","Q20-3","Q20-4","Q20-5","Q21","Q22","Q23","Q24","state","Q11","Q13-1","Q13-2","Q14-1","Q14-2","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q16-9","Q18","Q19","Q16-6","Q16-8","Q16-7","Q15","Q16-10"
"TR","Orthopedic Surgery","40874091-8a94-61e4-54d8-f5feb4727a5f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","5","1,2,4,5,6,7,8","2","11","11","11","3","11","11","11","1","11","2","1,2","3",,"4","5","2","3","1","1","1","1","3",,,"8","2,4","12","1,2,3,4","1","1","2","2",,,"2,3,4,5,6","1",,,,,
"NL","Pulmonology/Respiratory Medicine","96ac061a-99d7-5be5-4f93-de844f20febd","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","3","1,2,7","11","11","3","1","11","2","11","11","11","11","2","2","1,3,4",,"5","4","2","3","1","3","3","1","2","Utrecht","2","1,2","8","4,5","4,5",,,,"3","4",,"2,4,6","600 mg start, 1 dd 300 mg 1 week",,,,,
"TR","Dermatology","a2c50772-798f-8bef-9454-e953038f9727","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","4","4","1","1,2,3,4,5,8","1","11","11","11","11","3","11","2","11","11","2","1,2,4","2,3,4",,"5","4","3","1","2","1","1","4","3","İstanbul",,"3,4,7","3,4,7","4,5,7,8","1,2,3,4,5,7,8,9","2","2","3","4","4","4","2,4,5,6","1",,"4","5",,
"TR","Pulmonology/Respiratory Medicine","f076df1a-c007-b0dc-195d-ee3c9aa7ae71","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","7","3","1","1,4,5,6,7,8,9","2","11","11","11","11","1","3","11","11","11","1","1,2,4","1,2,3,4",,"4","5","1","3","2","1","1","1","1",,"1","4,5,6","4,5,6","1,2,3,4","1,2,3,4,11","1","2","3","2",,,"5","1",,,,"favipiravir",
"RU","Traumatology/Trauma Surgery","a27c35a9-6757-5c41-b3a7-4ba69ed5b10a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","4","1","1,2,3,4,5,7,8,9,10","2","11","11","11","11","1","11","3","11","11","1","2","2",,"2","3","5","4","1","2","1","1","3","Stavropol'skij kraj",,"1,2,4","4","2,4","2,4",,"6",,"6",,,"5,6","2",,,,,
"RU","Internal Medicine","4e1a6509-ae6b-9820-47b3-40300e093ace","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"2","1","2","1,2,3,4,5,6,7,8,9","1","11","11","11","11","3","2","11","11","11","2","1,2,3,4","1,2,3,4",,"3","5","2","4","1","2","3","3","2","Sankt-Peterburg","4","1,3,4","2,5,6","1,4,7,9,10","1,4,5,6,8,9,10","3",,,"4","5","5","1,2,3,4,5","1,2,3,4,5,6","4","5","4",,"4"
"BE","General Practice (GP)","24bc3598-4cd6-b6a6-6ae2-4c1f7827831f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,3,4,5,7,8,9","1","2","3","11","11","11","11","11","11","11","2","2","1","2","2","5","3","1","4","1","4","2","2",,"2","8","4","5,11","2,5,9",,"2",,,"5","7",,,,,,"Cuivre(oligo-élément)",
"TR","General Practice (GP)","95e01706-6161-aeb4-5522-5ece42648a16","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","1","3","1","1,2,4,5,7,8,9","2","11","11","11","11","1","11","3","11","11","1","2,4","5","2","4","5","3","2","1","1","2","2","2","Eskişehir",,,,,,,,,,,,,,,,,,
"TR","Cardiology","a4e1ade6-eb0b-b4ca-f505-265f3a123791","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,4,5,6,7,8,9","3","11","2","11","11","1","11","11","11","11","3","1,2","1,4","1","3","5","2","4","1","2","2","4","3",,"2","1,3,5,6","8","1,2,4,5,9","1,2,3,4,5,8,9","4","4","3","5","3","4","4,5,6","2",,"3",,,
"TR","Diabetology","6a48285a-95cb-4d2e-be4c-47bcff479baf","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","4","1","1,2,3,4,5,6,7,8,9","11","11","2","1","11","11","3","11","11","11","2","1,2,4","3,4",,"5","4","3","2","1","2","1","2","3","Erzurum",,"3,4","4","1,2,4","1,2,4","3","3",,"4",,,"2,3,4,5,6","1",,,,,
"TR","Radiology","ca53fd0d-0337-5607-f0d7-78391fe0e537","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2,3,4,5,6,7,8,9,10","11","11","1","2","11","11","3","11","11","11","1","1,2,3,4","5","2","5","4","3","1","2","2","2","2","1",,,,,,,,,,,,,,,,,,,
"NL","Anesthesiology","637a0539-0a3a-f6c6-844a-948ec428acaa","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","1","3","1,2,7,8,9,Wash hand when returning home","2","11","1","3","11","11","11","11","11","11","1","2","3,4",,"3","5","2","4","1","3","2","2","2",,,"8","8","12","4,5,7",,,,"7","7",,"6","ICU protocol I only put them on ventilator since I’m an anesthesiologist",,,"7",,
"GR","Psychiatry","8907d9ba-2b7b-d6d0-bd9a-bfb92bc9f1ad","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2,5,6,7,8","2","11","1","11","11","3","11","11","11","11","1","1,2","5","2","3","5","1","4","2","1","1","2","2",,,,,,,,,,,,,,,,,,,
"NO","General Practice (GP)","2311b99e-b620-5a79-080b-052f60e081ea","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","3","1,2,3,7,Wash hands","1","11","11","11","11","2","11","11","3","11","2","2","5","1","3","5","4","2","1","4","2","2","2","Akershus",,,,,,,,,,,,,,,,,,
"TR","Physical Medicine & Rehabilitation (Physiatry)","725452f9-b405-efda-c074-df5b1ef0db8e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","3","3","1,2,5,6,7,8,9","3","11","1","11","11","2","11","11","11","11","2","1","5","1","2","4","3","5","1","4","3","3","2","İstanbul",,,,,,,,,,,,,,,,,,
"TR","Cardiology","7eef7495-c0bf-5d12-b36f-97eaa838bfc1","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","3","3","1,2,3,4,5","1","11","3","11","11","2","11","11","11","11","1","1,2","1,2,3,4",,"3","4","1","5","2","1","1","2","3","Çankırı","2","1,2,3,4,5,6","1,2,3,4,5,6","1,2,3,4,5,6,9","1,2,3,4,5,6,9","1","3","4","4","3","3","2,3,4,5,6","1","5",,,,
"TR","Internal Medicine","509fd7f0-83c4-efd3-f59d-5fb0edd63f07","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","1","1,2,4,5,6,7,8,9","2","11","3","11","11","1","11","11","11","11","3","2,3,4","1,2,3,4",,"5","1","4","3","2","2","2","2","3","Kahramanmaraş","3","1,3","1,3","1,2,4,5","1,2,4,5","5","5",,"5","5",,"3,4,5,6","1",,,,,
"GR","Psychiatry","1d89cb2a-8ba9-3000-15cf-523af3594da7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","1","1,2,8","3","11","2","11","11","1","11","11","11","11","1","1,2,3,4","5","2","5","4","1","3","2","2","2","2","3",,,,,,,,,,,,,,,,,,,
"TR","Dermatology","c4c754df-9129-4f25-098a-2e3cbc7ecd9a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","1","1,2,4,5,6,7,8,9","1","11","11","11","3","11","2","11","11","11","2","1,2","1","2","4","5","2","3","1","1","3","1","3",,"2","4,6","8","2,4,5","2,4,5",,"6",,"6","6",,"1,2,5","1",,,,,
"GR","Neurology","f9c451f5-92d8-37a4-067c-c9507a85dcac","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","2","3","1,2,7","11","11","11","11","11","1","2","11","3","11","1","1,2","5","2","3","5","2","4","1","2","1","2","1","Florina",,,,,,,,,,,,,,,,,,
"BE","General Practice (GP)","dede1ed0-6432-32b2-9087-34c630f97b62","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","3","2","1,2,3,4,7,8,washing and desinfecting hands","1","11","11","11","11","2","3","11","11","11","1","2","1,2",,"3","4","5","2","1","2","1","3","2","Oost-Vlaanderen","2","1,2","1","2,5","4,5",,"3",,"3","3",,"6","1",,,,,
"TR","Pediatrics (excluding surgery)","7451c5ba-1b47-134d-5a87-40afe78682e0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","1","3","1","1,2,4,5,6,7,8,9","2","11","3","11","11","1","11","11","11","11","1","1,2,4","1,2,3",,"4","2","5","3","1","2","1","1","3","İstanbul","3","3,4","3,4","2","1,2,4","2","4",,"4",,,"5,6","1",,,,,
"RU","Family Medicine / Practice (FP)","582ac8b1-b66a-14d5-d2b8-363772343f2e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","1","3","1,2,3,4,5,6,8,10","11","11","11","2","3","1","11","11","11","11","3","1,2,3","5","1","5","4","3","1","2","1","1","1","2","Kirovskaja oblast'",,,,,,,,,,,,,,,,,,
"AT","General Practice (GP)","ebf8dab8-52a9-ea0f-1fce-33b92d7686bf","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","1","1,2,7,8,wash hands","11","11","11","1","11","3","11","11","11","2","3","1,3","1","2","5","3","2","4","1","2","3","2","2","Wien","3","8","8","12","12",,,,,,,,,,,,,
"TR","Emergency Medicine","c782c7c7-3a9e-7c42-f51f-46132475366c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","3","1","1,2,4,5,6,7,8","1","11","2","3","11","11","11","11","11","11","2","2,3,4","5","1","3","5","4","1","2","2","3","2","3","Çanakkale",,,,,,,,,,,,,,,,,,
"TR","Family Medicine / Practice (FP)","7790696a-d82f-eafe-6248-9c49f2691489","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","2","3","1","1,2,5,7,8","1","2","11","3","11","11","11","11","11","11","2","2","2",,"3","5","2","1","4","2","1","4","3","Mardin",,"3","3,7","1","1,2,3,4,5,8","3","4","2","3","2",,"2","2",,"4",,,
"BE","General Practice (GP)","d4feca68-5119-dcad-c973-37178a61f10c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","3","1,2,8","1","11","11","11","11","2","11","11","3","11","1","1,2","1,2",,"3","4","5","2","1","2","2","3","2","Antwerpen","2","1","1","5","2,4",,"2",,"3","2",,"6","I don’t know",,,,,
"GR","Psychiatry","40e22560-fcc8-8296-7969-b8b8e626af61","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","7","1","1","1,2,5,7,8,9,10","1","11","3","2","11","11","11","11","11","11","1","1,2","1","2","5","4","2","1","3","1","3","2","1",,"3","4","5","12","12",,,,,,,,,,,,,
"BE","Cardiology","d83610f8-3646-762b-8270-27a7a8c63afc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","2","2","3,4","11","3","11","11","1","2","11","11","11","11","1","1","2",,"2","3","1","5","4","2","2","2","1","Oost-Vlaanderen",,"1,2","3","3","7",,,"5",,,,,,,,"5",,
"BE","Ophthalmology","0d631d68-51bd-1212-3853-34dce4d61012","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","2","1","3","1,2,6,7,8,10","1","11","3","11","11","2","11","11","11","11","1","1,2","5","2","3","5","2","4","1","2","2","2","1","Oost-Vlaanderen",,,,,,,,,,,,,,,,,,
"GR","Nephrology","4ef0db16-abdd-b38b-8b9a-2fec1a53e035","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","3","1,2,6,8","2","11","11","1","11","3","11","11","11","11","2","1","1","1","3","4","1","5","2","2","1","4","2","Attiki","3","1","8","1,2,3,4,5","12","7","7","7","7","7",,"6","none",,,,,
"PL","Pulmonology/Respiratory Medicine","e8d70c7d-7996-a6db-8e70-a0ee0bf0b294","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","5","1,2,6","11","3","2","11","11","11","11","1","11","11","2","1,2","3",,"3","5","4","2","1","1","3","2","3",,,"1,3,4","1,3","2,4,5,9,11","2,4,5,9,11",,"5",,"5","6","4","2,6","Dose of 250 mg per day for 5 days",,,,"Drugs used to treat SARS",
"RU","Infectious Diseases","c399e4ae-54ef-3e3d-11ec-b1a647d48011","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","7","2","4","1,2,3,4,5,7","2","11","11","11","11","11","3","1","11","11","2","1,2,Вызвать врача, указав, что имеет симптомы короновируса ","5","2","5","3","2","4","1","4","2","3","2",,,,,,,,,,,,,,,,,,,
"PL","General Surgery","d8bf4202-b8d3-515d-44a1-6a30bc985755","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","1","4","1,2,3,4,5,6,7,8,9,10","2","11","11","3","11","1","11","11","11","11","2","1,2","5","2","4","5","3","2","1","2","1","2","1",,,,,,,,,,,,,,,,,,,
"TR","Orthopedic Surgery","e5719f46-4eb5-7890-dc47-c07c89a7e72a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","3","1","1,2,3,4,5,6,7,8,9","2","11","11","11","3","1","11","11","11","11","2","1,2,durumunda bir kötüleşme olursa hastaneye başvurmasını öneririm","5","2","1","4","3","5","2","2","1","2","3",,,,,,,,,,,,,,,,,,,
"TR","Radiology","af42ea14-4525-5177-1771-d9e55737c6c9","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"2","3","3","1,2,5","2","11","11","11","11","1","3","11","11","11","1","1,2,3","4","1","1","2","5","4","3","1","2","1","1",,,,,,,,,,,,,,,,,,,
"TR","Family Medicine / Practice (FP)","5f27f25e-3aa1-1a09-2056-4ebf1b255f0d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","4","1,2,4,5,6,7,8,9","1","11","11","11","3","2","11","11","11","11","1","1,2,4","2",,"4","5","2","3","1","2","4","4","3","İstanbul",,"3,4,5,6","8","1,2","3,4,5,6,7,8,11","2","2","4","4","3",,"5,6","2","3","5","4","Taclizumab ",
"IE","Ophthalmology","26a8d903-97ea-770b-3799-0d8522aa1eb7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,7,8","1","11","11","11","11","11","11","3","2","11","2","2","5","2","2","4","3","5","1","3","2","3","2",,,,,,,,,,,,,,,,,,,
"TR","General Practice (GP)","478be2c0-f658-e5bd-0e57-37a17d3f98a8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","4","1","1,2,4,5,6,7,8,9","11","11","1","3","11","11","2","11","11","11","3","2,3,4","5","2","4","3","2","5","1","2","1","2","3",,,,,,,,,,,,,,,,,,,
"RU","Endocrinology","bb0f3cd5-907d-f88f-600c-aeed419dbd4b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","3","2","1,2,7,9","2","11","11","11","11","1","11","11","11","3","1","1","3",,"4","1","2","3","5","2","2","3","2",,,"1,2,3","1,3","3,5,9","1,9","6",,"4",,"5","5",,,,,,,
"TR","Obstetrics & Gynecology","b4e54cd3-c66b-4444-5b76-c75c24fd088d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","4","1,2,4,5,6,7,8,9","1","11","3","2","11","11","11","11","11","11","3","1,2","5","2","4","2","3","5","1","1","1","3","2","İstanbul",,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery)","6a1c63fd-0f1c-a2de-ed26-feb56349bd7b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","4","3","1,2,5,6,7,8,9,10","2","3","11","11","11","1","11","11","11","11","1","1,2","1,2,4",,"2","4","3","5","1","4","1","4","2","Arizona","6","1,2,3,4,6","1,2,3","2,4,5","2,4,5",,"3",,"3","3",,"6","1",,,,,
"US","Obstetrics & Gynecology","75dfc1e8-e252-fe5e-7af2-edac84a91711","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","4","3","1,2,3,4,5,6,7,8","1","11","3","11","11","2","11","11","11","11","1","1,2","5","2","2","5","3","4","1","1","1","4","3","Illinois",,,,,,,,,,,,,,,,,,
"US","Internal Medicine","270bda69-521e-b644-0cb7-6185e2eb00b5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2,6,7","1","11","2","3","11","11","11","11","11","11","2","1,2,3","1,2",,"4","2","3","5","1","2","2","2","2","Alabama","2","1,2,3","2,3","12","2,4",,"7",,"7",,,"6","2",,,,,
"US","Internal Medicine","80c9cb74-f818-5ded-20d6-7492ce9bc8e6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","2","1,2,7,10","1","11","11","11","3","2","11","11","11","11","2","2,3","1,2",,"4","5","1","3","2","4","1","3","3","Virginia","5","1,3,5","1,3,5","2","2",,"2",,,,,,,,,,,
"US","Neurology","9a9ce061-98db-d826-4550-cce29dbfd68f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,4,7","1","11","3","11","11","2","11","11","11","11","3","1,2","1","2","4","5","3","2","1","2","1","3","2","Pennsylvania","2","3","3","4","1,4,7,8","7",,,"3",,,"1,3,5","2",,"3","7",,
"US","Internal Medicine","89b596de-0e89-d3b3-77b0-0011e46ff740","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","1","1,2,5,6,7","1","11","2","11","11","3","11","11","11","11","1","1,2","1","2","1","4","5","2","3","1","1","4","2","Missouri","6","8","8","2,3,4,5","2,3,4,5",,"4","7","4","3",,"6","2",,,,,
"US","Internal Medicine","a73931e1-861a-541d-f7d7-b516c72b6872","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","3","1,7,10","3","11","2","11","11","1","11","11","11","11","2","2","1","2","3","4","2","5","1","2","2","3","2","Maryland","3","1,2,3","1,2,3","12","12",,,,,,,,,,,,,
"US","Gastroenterology","7ba8ca64-a3bc-deaf-5dfd-b7bba9124453","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","7","2","3","1,2,3,4,5,7","3","11","1","2","11","11","11","11","11","11","1","1,2","1","2","3","5","4","1","2","4","2","4","2","Illinois","4","8","8","12","12",,,,,,,,,,,,,
"US","General Surgery","0c580910-bd7f-4165-0be4-d57db99b7478","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","2","7","1","11","11","11","11","2","11","11","11","3","2","1","2",,"5","1","3","2","4","3","2","1","1","Texas",,"1,3,4,6","1,3","2,4","2,4",,"5",,"5",,,"5","6",,,,,
"US","Neurology","b795e7c0-5176-32a6-0c24-94ce30c19396","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","7","2","2","4","1","11","3","11","11","2","11","11","11","11","2","2","2",,"5","4","1","3","2","1","2","2","2","Georgia",,"4","6","7","9",,,,,,"5",,,,,"5",,
"US","Psychiatry","3ec887a6-49d5-f8dd-a1d2-da0389b2c211","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","3","1,2,3,4,6,7","3","11","1","11","11","11","11","2","11","11","1","2","5","2","1","5","3","4","2","3","1","4","2","Maryland",,,,,,,,,,,,,,,,,,
"US","Psychiatry","15304372-dc42-9085-3a28-588106095f5d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","2","2","1,2,7","1","2","3","11","11","11","11","11","11","11","2","talk to their doctor","5","2","3","4","5","2","1","2","3","3","1","Wisconsin",,,,,,,,,,,,,,,,,,
"US","Psychiatry","79b2b98b-ae45-c34c-8391-000c2edb21b0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","3","4","1,2,6,7,8","1","11","11","11","11","2","11","11","3","11","2","2","5","2","2","5","4","1","3","2","1","3","2","Michigan",,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery) - Psychiatry","9fe44c3f-0209-78e7-2099-16bdb95cd4f0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","4","1,2,5,6,7,9","1","11","3","11","11","2","11","11","11","11","1","2,4","5","2","2","4","3","5","1","4","1","3","3","Connecticut",,,,,,,,,,,,,,,,,,
"US","Ophthalmology","14b4b252-b791-31bd-d08b-184efc4c726a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","3","3","1,2,6,7,9","1","11","3","11","11","2","11","11","11","11","1","2","5","2","4","3","5","1","2","2","2","3","2","New Jersey",,,,,,,,,,,,,,,,,,
